16610;Гатлукай, Теучежский р-н, Адыгея респ.;Гатлукай, Теучежский р-н;Адыгея респ.;;no limit;;385271
16027;Гиагинская, Адыгея респ.;Гиагинская;Адыгея респ.;;no limit;;385600
16679;Гончарка, Гиагинский р-н, Адыгея респ.;Гончарка, Гиагинский р-н;Адыгея респ.;;no limit;;385631
16611;Городской, Теучежский р-н, Адыгея респ.;Городской, Теучежский р-н;Адыгея респ.;;0.00;;385235
16634;Гражданский, Майкопский р-н, Адыгея респ.;Гражданский, Майкопский р-н;Адыгея респ.;;no limit;;385762
16635;Грозный (Кировское с/п),  Майкопский р-н, Адыгея р;Грозный (Кировское с/п),  Майкопский р-н;Адыгея респ.;;no limit;;385798
16636;Грозный (Побединское с/п), Майкопский р-н, Адыгея ;Грозный (Побединское с/п), Майкопский р-н;Адыгея респ.;;no limit;;385745
16637;Гузерипль, Майкопский р-н, Адыгея респ.;Гузерипль, Майкопский р-н;Адыгея респ.;;no limit;;385797
16638;Дагестанская, Майкопский р-н, Адыгея респ.;Дагестанская, Майкопский р-н;Адыгея респ.;;no limit;;385783
16424;Даховская, Адыгея респ.;Даховская;Адыгея респ.;;no limit;;385792
16717;Джамбичи, Красногвардейский р-н, Адыгея респ.;Джамбичи, Красногвардейский р-н;Адыгея респ.;;0.00;;385329
16446;Джерокай, Адыгея респ.;Джерокай;Адыгея респ.;;0.00;;385461
16612;Джиджихабль, Теучежский р-н, Адыгея респ.;Джиджихабль, Теучежский р-н;Адыгея респ.;;0.00;;385235
16697;Дмитриевский, Кошехабльский р-н, Адыгея респ.;Дмитриевский, Кошехабльский р-н;Адыгея респ.;;0.00;;385422
16718;Догужиев, Красногвардейский р-н, Адыгея респ.;Догужиев, Красногвардейский р-н;Адыгея респ.;;0.00;;385322
16422;Дондуковская, Адыгея респ.;Дондуковская;Адыгея респ.;;no limit;;385635
16732;Дорошенко,Шовгеновский р-н, Адыгея респ.;Дорошенко,Шовгеновский р-н;Адыгея респ.;;0.00;;385450
16426;Дружба, Адыгея респ.;Дружба;Адыгея респ.;;0.00;;385424
16592;Дружный, Тахтамукайский р-н, Адыгея респ.;Дружный, Тахтамукайский р-н;Адыгея респ.;;no limit;;000001
16430;Дукмасов, Адыгея респ.;Дукмасов;Адыгея респ.;;0.00;;385447
16639;Дьяков, Майкопский р-н, Адыгея респ.;Дьяков, Майкопский р-н;Адыгея респ.;;no limit;;000001
16447;Егерухай, Адыгея респ.;Егерухай;Адыгея респ.;;0.00;;385421
16448;Еленовское, Адыгея респ.;Еленовское;Адыгея респ.;;0.00;;385322
16733;Задунаевский, Шовгеновский р-н, Адыгея респ.;Задунаевский, Шовгеновский р-н;Адыгея респ.;;0.00;;385445
16425;Зарево, Адыгея респ.;Зарево;Адыгея респ.;;0.00;;385445
16427;Игнатьевский, Адыгея респ.;Игнатьевский;Адыгея респ.;;0.00;;385430
16698;Казенно-Кужорский, Кошехабльский р-н, Адыгея респ.;Казенно-Кужорский, Кошехабльский р-н;Адыгея респ.;;0.00;;385435
16640;Калинин, Майкопский р-н, Адыгея респ.;Калинин, Майкопский р-н;Адыгея респ.;;no limit;;385762
16421;Каменномостский, Адыгея респ.;Каменномостский;Адыгея респ.;;no limit;;385751
16641;Кармирастх, Майкопский р-н, Адыгея респ.;Кармирастх, Майкопский р-н;Адыгея респ.;;no limit;;385765
16699;Кармолино-Гидроицкий, Кошехабльский р-н, Адыгея ре;Кармолино-Гидроицкий, Кошехабльский р-н;Адыгея респ.;;0.00;;385436
16680;Карцев, Гиагинский р-н, Адыгея респ.;Карцев, Гиагинский р-н;Адыгея респ.;;no limit;;385638
16734;Касаткин,  Шовгеновский р-н, Адыгея респ.;Касаткин,  Шовгеновский р-н;Адыгея респ.;;0.00;;385448
16735;Келеметов, Шовгеновский р-н, Адыгея респ.;Келеметов, Шовгеновский р-н;Адыгея респ.;;0.00;;385446
16417;Келермесская, Адыгея респ.;Келермесская;Адыгея респ.;;no limit;;385632
16642;Киша, Майкопский р-н, Адыгея респ.;Киша, Майкопский р-н;Адыгея респ.;;no limit;;385765
1600;Козет, Адыгея респ.;Козет;Адыгея респ.;;no limit;Kozet, Adygeya resp.;385129
16613;Колос, Теучежский р-н, Адыгея респ.;Колос, Теучежский р-н;Адыгея респ.;;0.00;;385230
16643;Коминтерн, Майкопский р-н, Адыгея респ.;Коминтерн, Майкопский р-н;Адыгея респ.;;no limit;;385762
16700;Комсомольский, Кошехабльский р-н, Адыгея респ.;Комсомольский, Кошехабльский р-н;Адыгея респ.;;0.00;;385422
16644;Косинов, Майкопский р-н, Адыгея респ.;Косинов, Майкопский р-н;Адыгея респ.;;no limit;;385064
32942;Кочкин, Теучежский р-н, Адыгея респ.;Кочкин, Теучежский р-н;Адыгея респ.;;0.00;;000001
1229;Кошехабль, Адыгея респ.;Кошехабль;Адыгея респ.;;0.00;Koshekhabl, Adygeya resp.;385400
16414;Красная Улька, Адыгея респ.;Красная Улька;Адыгея респ.;;no limit;;385762
16594;Красноармейский, Тахтамукайский р-н, Адыгея респ.;Красноармейский, Тахтамукайский р-н;Адыгея респ.;;no limit;;385124
16449;Красногвардейское, Адыгея респ.;Красногвардейское;Адыгея респ.;;0.00;;385300
16411;Краснооктябрьский, Майкопский р-н, Адыгея респ.;Краснооктябрьский, Майкопский р-н;Адыгея респ.;;no limit;;385740
16645;Красный Мост, Майкопский р-н, Адыгея респ.;Красный Мост, Майкопский р-н;Адыгея респ.;;no limit;;385781
16681;Красный Пахарь, Гиагинский р-н, Адыгея респ.;Красный Пахарь, Гиагинский р-н;Адыгея респ.;;no limit;;385638
16701;Красный Фарс, Кошехабльский р-н, Адыгея респ.;Красный Фарс, Кошехабльский р-н;Адыгея респ.;;0.00;;385422
16682;Красный Хлебороб, Гиагинский р-н, Адыгея респ.;Красный Хлебороб, Гиагинский р-н;Адыгея респ.;;no limit;;385634
16702;Красный, Кошехабльский р-н, Адыгея респ.;Красный, Кошехабльский р-н;Адыгея респ.;;0.00;;385434
16614;Красный, Теучежский р-н, Адыгея респ.;Красный, Теучежский р-н;Адыгея респ.;;0.00;;385225
16646;Круглый, Майкопский р-н, Адыгея респ.;Круглый, Майкопский р-н;Адыгея респ.;;no limit;;
16416;Кужорская, Адыгея респ.;Кужорская;Адыгея респ.;;no limit;;385765
16615;Кунчукохабль, Теучежский р-н, Адыгея респ.;Кунчукохабль, Теучежский р-н;Адыгея респ.;;0.00;;385235
16647;Курджипская, Майкопский р-н, Адыгея респ.;Курджипская, Майкопский р-н;Адыгея респ.;;no limit;;385782
16683;Курский,  Гиагинский р-н, Адыгея респ.;Курский,  Гиагинский р-н;Адыгея респ.;;no limit;;385637
16736;Лейбоабазов, Шовгеновский р-н, Адыгея респ.;Лейбоабазов, Шовгеновский р-н;Адыгея респ.;;0.00;;385446
16684;Лесной, Адыгея респ.;Лесной;Адыгея респ.;;no limit;;000001
16719;Лесной,Красногвардейский р-н, Адыгея респ.;Лесной,Красногвардейский р-н;Адыгея респ.;;0.00;;000001
16737;Лесхозный, Шовгеновский р-н, Адыгея респ.;Лесхозный, Шовгеновский р-н;Адыгея респ.;;0.00;;385444
1233;Майкоп;Майкоп;Адыгея респ.;;no limit;Maykop;385000,385001,385002,385003,385006,385007,385008,385009,385011,385012,385013,385016,385017,385018,385019,385020,385021,385058,385060,385061,385064,385069,385071,385077,385452,385700,385899
16445;Майский, Адыгея респ.;Майский;Адыгея респ.;;0.00;;385433
16738;Мамацев, Шовгеновский р-н, Адыгея респ.;Мамацев, Шовгеновский р-н;Адыгея респ.;;0.00;;385448
16431;Мамхег, Адыгея респ.;Мамхег;Адыгея респ.;;0.00;;385447
16648;Махошеполяна, Майкопский р-н, Адыгея респ.;Махошеполяна, Майкопский р-н;Адыгея респ.;;no limit;;
16649;Меркулаевка, Майкопский р-н, Адыгея респ.;Меркулаевка, Майкопский р-н;Адыгея респ.;;no limit;;385794
16720;Мирный, Красногвардейский р-н, Адыгея респ.;Мирный, Красногвардейский р-н;Адыгея респ.;;0.00;;000001
16650;Мирный, Майкопский р-н, Адыгея респ.;Мирный, Майкопский р-н;Адыгея респ.;;no limit;;000001
16739;Михайлов, Шовгеновский р-н, Адыгея респ.;Михайлов, Шовгеновский р-н;Адыгея респ.;;0.00;;385450
16685;Михельсоновский, Гиагинский р-н, Адыгея респ.;Михельсоновский, Гиагинский р-н;Адыгея респ.;;no limit;;385638
16740;Мокроназаров, Шовгеновский р-н, Адыгея респ.;Мокроназаров, Шовгеновский р-н;Адыгея респ.;;0.00;;385449
16721;Набережный,  Красногвардейский р-н, Адыгея респ.;Набережный,  Красногвардейский р-н;Адыгея респ.;;0.00;;000001
16595;Натухай, Адыгея респ.;Натухай;Адыгея респ.;;0.00;;385127
1083;Натырбово, Адыгея респ.;Натырбово;Адыгея респ.;;0.00;Natyrbovo, Adygeya resp.;385434
16703;Натырбово, Кошехабльский р-н, Адыгея респ.;Натырбово, Кошехабльский р-н;Адыгея респ.;;0.00;;385434
16616;Начерезий, Теучежский р-н, Адыгея респ.;Начерезий, Теучежский р-н;Адыгея респ.;;0.00;;385230
16686;Нечаевский, Гиагинский р-н, Адыгея респ.;Нечаевский, Гиагинский р-н;Адыгея респ.;;no limit;;000001
16617;Нешукай, Теучежский р-н, Адыгея респ.;Нешукай, Теучежский р-н;Адыгея респ.;;0.00;;385238
16687;Нижний Айрюм, Гиагинский р-н, Адыгея респ.;Нижний Айрюм, Гиагинский р-н;Адыгея респ.;;no limit;;385633
16383;Новая Адыгея, Адыгея респ.;Новая Адыгея;Адыгея респ.;;no limit;;000001
16704;Новоалексеевский, Кошехабльский р-н, Адыгея респ.;Новоалексеевский, Кошехабльский р-н;Адыгея респ.;;0.00;;385422
16618;Нововочепший, Теучежский р-н, Адыгея респ.;Нововочепший, Теучежский р-н;Адыгея респ.;;0.00;;385225
16596;Новомогилевский, Тахтамукайский р-н, Адыгея респ.;Новомогилевский, Тахтамукайский р-н;Адыгея респ.;;0.00;;385124
16651;Новопрохладное, Майкопский р-н, Адыгея респ.;Новопрохладное, Майкопский р-н;Адыгея респ.;;no limit;;385794
16741;Новорусов, Шовгеновский р-н, Адыгея респ.;Новорусов, Шовгеновский р-н;Адыгея респ.;;0.00;;385445
16652;Новосвободная, Майкопский р-н, Адыгея респ.;Новосвободная, Майкопский р-н;Адыгея респ.;;no limit;;385776
16722;Новосевастопольское, Красногвардейский р-н, Адыгея;Новосевастопольское, Красногвардейский р-н;Адыгея респ.;;0.00;;385332
16423;Новый, Адыгея респ.;Новый;Адыгея респ.;;no limit;;385633
16597;Новый Сад, Тахтамукайский р-н, Адыгея респ.;Новый Сад, Тахтамукайский р-н;Адыгея респ.;;no limit;;385121
16688;Образцовое, Гиагинский р-н, Адыгея респ.;Образцовое, Гиагинский р-н;Адыгея респ.;;no limit;;385633
16653;Октябрьский, Майкопский р-н, Адыгея респ.;Октябрьский, Майкопский р-н;Адыгея респ.;;no limit;;385798
16742;Орехов, Шовгеновский р-н, Адыгея респ.;Орехов, Шовгеновский р-н;Адыгея респ.;;0.00;;385447
16598;Отрадный, Адыгея респ.;Отрадный;Адыгея респ.;;no limit;;385127
16705;Отрадный, Кошехабльский р-н, Адыгея респ.;Отрадный, Кошехабльский р-н;Адыгея респ.;;0.00;;385422
16599;Панахес, Тахтамукайский р-н, Адыгея респ.;Панахес, Тахтамукайский р-н;Адыгея респ.;;0.00;;000001
16723;Папенков, Красногвардейский р-н, Адыгея респ.;Папенков, Красногвардейский р-н;Адыгея респ.;;0.00;;385330
16743;Пентюхов, Шовгеновский р-н, Адыгея респ.;Пентюхов, Шовгеновский р-н;Адыгея респ.;;0.00;;385449
16689;Первомайский, Гиагинский р-н, Адыгея респ.;Первомайский, Гиагинский р-н;Адыгея респ.;;no limit;;
16654;Первомайский, Майкопский р-н, Адыгея респ.;Первомайский, Майкопский р-н;Адыгея респ.;;no limit;;385760
16619;Петров, Теучежский р-н, Адыгея респ.;Петров, Теучежский р-н;Адыгея респ.;;0.00;;385234
16744;Пикалин, Шовгеновский р-н, Адыгея респ.;Пикалин, Шовгеновский р-н;Адыгея респ.;;0.00;;385447
16706;Плодопитомник, Кошехабльский р-н, Адыгея респ.;Плодопитомник, Кошехабльский р-н;Адыгея респ.;;0.00;;385422
16655;Победа п, Майкопский р-н, Адыгея респ.;Победа п, Майкопский р-н;Адыгея респ.;;no limit;;385745
16656;Победа х, Майкопский р-н, Адыгея респ.;Победа х, Майкопский р-н;Адыгея респ.;;no limit;;385791
16657;Подгорный, Майкопский р-н, Адыгея респ.;Подгорный, Майкопский р-н;Адыгея респ.;;no limit;;385746
16707;Политотдел, Кошехабльский р-н, Адыгея респ.;Политотдел, Кошехабльский р-н;Адыгея респ.;;0.00;;385422
16620;Понежукай, Теучежский р-н, Адыгея респ.;Понежукай, Теучежский р-н;Адыгея респ.;;0.00;;385230
16724;Преображенское,  Красногвардейский р-н, Адыгея рес;Преображенское,  Красногвардейский р-н;Адыгея респ.;;0.00;;385330
16600;Прикубанский, Тахтамукайский р-н, , Адыгея респ.;Прикубанский, Тахтамукайский р-н, ;Адыгея респ.;;no limit;;385110
16658;Приречный, Майкопский р-н, Адыгея респ.;Приречный, Майкопский р-н;Адыгея респ.;;no limit;;385781
16690;Прогресс, Гиагинский р-н, Адыгея респ.;Прогресс, Гиагинский р-н;Адыгея респ.;;no limit;;357026,385634
16659;Пролетарский, Майкопский р-н, Адыгея респ.;Пролетарский, Майкопский р-н;Адыгея респ.;;no limit;;385798
16601;Псейтук, Тахтамукайский р-н, Адыгея респ.;Псейтук, Тахтамукайский р-н;Адыгея респ.;;no limit;;385111
1617;Псекупс, Адыгея респ.;Псекупс;Адыгея респ.;;0.00;Psekups, Adygeya resp.;385239
16725;Пустоселов, Красногвардейский р-н, Адыгея респ.;Пустоселов, Красногвардейский р-н;Адыгея респ.;;0.00;;385322
16622;Пчегатлукай, Теучежский р-н, Адыгея респ.;Пчегатлукай, Теучежский р-н;Адыгея респ.;;no limit;;385225
16745;Пшизов,  Шовгеновский р-н, Адыгея респ.;Пшизов,  Шовгеновский р-н;Адыгея респ.;;0.00;;385444
16623;Пшикуйхабль, Теучежский р-н, Адыгея респ.;Пшикуйхабль, Теучежский р-н;Адыгея респ.;;0.00;;385230
16442;Пшичо, Адыгея респ.;Пшичо;Адыгея респ.;;0.00;;385462
16429;Садовое, Адыгея респ.;Садовое;Адыгея респ.;;0.00;;385333
16691;Садовый, Гиагинский р-н, Адыгея респ.;Садовый, Гиагинский р-н;Адыгея респ.;;no limit;;385634
16660;Садовый, Майкопский р-н, Адыгея респ.;Садовый, Майкопский р-н;Адыгея респ.;;no limit;;385778
16726;Саратовский, Красногвардейский р-н, Адыгея респ.;Саратовский, Красногвардейский р-н;Адыгея респ.;;0.00;;385323
16746;Свободный Труд, Шовгеновский р-н, Адыгея респ.;Свободный Труд, Шовгеновский р-н;Адыгея респ.;;0.00;;
16727;Свободный, Красногвардейский р-н, Адыгея респ.;Свободный, Красногвардейский р-н;Адыгея респ.;;0.00;;000001
16661;Севастопольская, Майкопский р-н, Адыгея респ.;Севастопольская, Майкопский р-н;Адыгея респ.;;no limit;;385775
16410;Северо-Восточные Сады, Адыгея респ.;Северо-Восточные Сады;Адыгея респ.;;no limit;;385768
16747;Семено-Макаровский, Шовгеновский р-н, Адыгея респ.;Семено-Макаровский, Шовгеновский р-н;Адыгея респ.;;0.00;;385451
16419;Сергиевское, Адыгея респ.;Сергиевское;Адыгея респ.;;no limit;;385637
16708;Смольчев-Малиновский, Гиагинский р-н, Адыгея респ.;Смольчев-Малиновский, Гиагинский р-н;Адыгея респ.;;0.00;;385636
16662;Советский, Майкопский р-н, Адыгея респ.;Советский, Майкопский р-н;Адыгея респ.;;no limit;;385064
16412;Совхозный, Адыгея респ.;Совхозный;Адыгея респ.;;no limit;;385773
16709;Соколов, Кошехабльский р-н, Адыгея респ.;Соколов, Кошехабльский р-н;Адыгея респ.;;0.00;;385421
16663;Спокойный, Майкопский р-н, Адыгея респ.;Спокойный, Майкопский р-н;Адыгея респ.;;no limit;;385781
16602;Старобжегокай, Тахтамукайский р-н, Адыгея респ.;Старобжегокай, Тахтамукайский р-н;Адыгея респ.;;no limit;;385112
16603;Старомогилевский, Тахтамукайский р-н, Адыгея респ.;Старомогилевский, Тахтамукайский р-н;Адыгея респ.;;no limit;;385124
16664;Султанская Караулка, Майкопский р-н, Адыгея респ.;Султанская Караулка, Майкопский р-н;Адыгея респ.;;no limit;;
16604;Суповский, Тахтамукайский р-н, Адыгея респ.;Суповский, Тахтамукайский р-н;Адыгея респ.;;no limit;;000001
16665;Табачный, Майкопский р-н, Адыгея респ.;Табачный, Майкопский р-н;Адыгея респ.;;no limit;;385781
16692;Тамбовский, Гиагинский р-н, Адыгея респ.;Тамбовский, Гиагинский р-н;Адыгея респ.;;no limit;;385638
16693;Тапехин, Гиагинский р-н, Адыгея респ.;Тапехин, Гиагинский р-н;Адыгея респ.;;no limit;;385638
16624;Тауйхабль, Теучежский р-н, Адыгея респ.;Тауйхабль, Теучежский р-н;Адыгея респ.;;0.00;;385235
1350;Тахтамукай, Адыгея респ.;Тахтамукай;Адыгея респ.;;0.00;Takhtamukaj, Adygeya resp.;385100
16415;Тимирязева, Адыгея респ.;Тимирязева;Адыгея респ.;;no limit;;385746
16748;Тихонов, Шовгеновский р-н, Адыгея респ.;Тихонов, Шовгеновский р-н;Адыгея респ.;;0.00;;385449
16666;Ткачев, Майкопский р-н, Адыгея респ.;Ткачев, Майкопский р-н;Адыгея респ.;;no limit;;385762
1624;Тлюстенхабль, Адыгея респ.;Тлюстенхабль;Адыгея респ.;;no limit;Tlyustenkhabl, Adygeya resp.;385228
16626;Тугургой, Теучежский р-н, Адыгея респ.;Тугургой, Теучежский р-н;Адыгея респ.;;0.00;;000001
16413;Тульский, Адыгея респ.;Тульский;Адыгея респ.;;no limit;;385730
16667;Удобный, Майкопский р-н, Адыгея респ.;Удобный, Майкопский р-н;Адыгея респ.;;no limit;;385773
16749;Ульский, Шовгеновский р-н, Адыгея респ.;Ульский, Шовгеновский р-н;Адыгея респ.;;0.00;;385445
16438;Уляп, Адыгея респ.;Уляп;Адыгея респ.;;0.00;;385326
16668;Усть-Сахрайский, Майкопский р-н, Адыгея респ.;Усть-Сахрайский, Майкопский р-н;Адыгея респ.;;no limit;;385793
16669;Учебное Лесничество, Майкопский р-н, Адыгея респ.;Учебное Лесничество, Майкопский р-н;Адыгея респ.;;no limit;;385798
16694;Фарсовый, Гиагинский р-н, Адыгея респ.;Фарсовый, Гиагинский р-н;Адыгея респ.;;no limit;;385638
16670;Хакодзь, Майкопский р-н, Адыгея респ.;Хакодзь, Майкопский р-н;Адыгея респ.;;no limit;;385773
16432;Хакуринохабль, Адыгея респ.;Хакуринохабль;Адыгея респ.;;0.00;;000001
16752;Хакуринохабль, Шовгеновский р-н, Адыгея респ.;Хакуринохабль, Шовгеновский р-н;Адыгея респ.;;0.00;;385440
16671;Хамышки, Майкопский р-н, Адыгея респ.;Хамышки, Майкопский р-н;Адыгея респ.;;no limit;;385796
16672;Ханская, Майкопский р-н, Адыгея респ.;Ханская, Майкопский р-н;Адыгея респ.;;no limit;;385060
16750;Хатажукай, Шовгеновский р-н, Адыгея респ.;Хатажукай, Шовгеновский р-н;Адыгея респ.;;0.00;;385462
16728;Хатукай,  Красногвардейский р-н, Адыгея респ.;Хатукай,  Красногвардейский р-н;Адыгея респ.;;0.00;;385321
16710;Хачемзий, Кошехабльский р-н, Адыгея респ.;Хачемзий, Кошехабльский р-н;Адыгея респ.;;0.00;;385423
16605;Хаштук, Тахтамукайский р-н, Адыгея респ.;Хаштук, Тахтамукайский р-н;Адыгея респ.;;0.00;;385123
16443;Ходзь, Адыгея респ.;Ходзь;Адыгея респ.;;0.00;;385438
16606;Хомуты, Тахтамукайский р-н, Адыгея респ.;Хомуты, Тахтамукайский р-н;Адыгея респ.;;no limit;;001000
16627;Чабанов, Теучежский р-н, Адыгея респ.;Чабанов, Теучежский р-н;Адыгея респ.;;0.00;;385234
16695;Черемушкин, Гиагинский р-н, Адыгея респ.;Черемушкин, Гиагинский р-н;Адыгея респ.;;no limit;;385631
16711;Чехрак, п Кошехабльский р-н, Адыгея респ.;Чехрак, п Кошехабльский р-н;Адыгея респ.;;0.00;;385424
16751;Чикалов,  Шовгеновский р-н, Адыгея респ.;Чикалов,  Шовгеновский р-н;Адыгея респ.;;0.00;;385447
16729;Чумаков, Красногвардейский р-н, Адыгея респ.;Чумаков, Красногвардейский р-н;Адыгея респ.;;0.00;;385336
16673;Шаумян, Майкопский р-н, Адыгея респ.;Шаумян, Майкопский р-н;Адыгея респ.;;no limit;;385773
16628;Шевченко, Теучежский р-н, Адыгея респ.;Шевченко, Теучежский р-н;Адыгея респ.;;0.00;;385234
16712;Шелковников, Кошехабльский р-н, Адыгея респ.;Шелковников, Кошехабльский р-н;Адыгея респ.;;0.00;;385437
16607;Шенджий,  Тахтамукайский р-н, Адыгея респ.;Шенджий,  Тахтамукайский р-н;Адыгея респ.;;no limit;;385124
16730;Штурбино, Красногвардейский р-н, Адыгея респ.;Штурбино, Красногвардейский р-н;Адыгея респ.;;0.00;;385325
16629;Шундук, Теучежский р-н, Адыгея респ.;Шундук, Теучежский р-н;Адыгея респ.;;0.00;;385230
16674;Шунтук, Адыгея респ.;Шунтук;Адыгея респ.;;no limit;;385746
1627;Энем, Адыгея респ.;Энем;Адыгея респ.;;no limit;Enem, Adygeya resp.;385130,385131,385132
323;Яблоновский, Адыгея респ.;Яблоновский;Адыгея респ.;;no limit;YAblonovskij, Adygeya resp.;385140,385141
15403;Акташ, Алтай респ.;Акташ;Алтай респ.;;0.00;Aktash, Altaj resp.;649743
13481;Артыбаш, Алтай респ.;Артыбаш;Алтай респ.;;0.00;Artybash, Altaj resp.;649140
13516;Барангол, майминский р-н, Алтай респ.;Барангол, майминский р-н;Алтай респ.;;0.00;Barangol, majminskij r-n, Altaj resp.;
13523;Барлак, Алтай респ.;Барлак;Алтай респ.;;0.00;Barlak, Altaj resp.;
